gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,AvgMonthlySpend,ServiceCount,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,-0.09875484546265471,1,1,0.4708237669985061,0.05716086972455606,0.5220821972778432,1.049459945119169,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,0,0,-1.2872037153222429,1,0,-1.4832170276651233,-1.0045892728865933,-1.477254060097779,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,1,1,0,1.6224469660581282,1,1,1.5754992632131286,2.5367545962975844,1.5477354560793621,1.591341113725034,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,1,1,1.130675019909333,1,0,0.8596294930075803,1.3924506058743769,0.8540123439639433,0.5075787765133041,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1,0,0,0,1.540484975033329,1,0,1.6806269917048522,2.572383795714066,1.692210352658831,2.133222282330899,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,1,1,0.02418814107454407,1,0,0.5642706367689272,0.13481708145583468,0.45489242884286973,1.591341113725034,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,0,-1.1232797332726445,1,1,0.5142098136776301,-0.8303922706621115,0.595425907927442,-0.5761835606984258,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,1,0,0,0.3110551096613412,1,1,1.2868151833866486,0.8342965840558118,1.3133522599053888,1.049459945119169,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,1,0,0,1.5814659705457286,1,1,1.1499822669371034,2.154827227691932,1.194840108583834,1.049459945119169,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
0,1,1,0,-0.672488782636249,1,1,0.6627235888484783,-0.39992976972441024,0.7229533927304693,-0.5761835606984258,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,1,0.9257700423473351,1,0,-1.53828393306555,-0.5718544452988007,-1.5617070968729627,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,1,1,1.6224469660581282,0,0,-0.385216307862674,0.6558637884641695,-0.4201222789574121,1.049459945119169,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False
1,1,1,0,-0.6315077871238494,1,1,0.9130277043049636,-0.30129314397141405,0.9900312336891769,-0.03430239209256088,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,1.2126370109341322,1,0,-1.4982352745925125,-0.44184647492027085,-1.4720808303362893,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,1,1,0,-0.4266028095618514,1,1,-0.054814875460113315,-0.4040552559726345,-0.0793221293629426,0.5075787765133041,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,0,0.5569410827357387,1,0,-1.5349465448594635,-0.6130431235096805,-1.5107442839445764,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,1,0,0,-1.2872037153222429,1,1,-1.5266030743442474,-1.005162869905063,-1.5204625905408962,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-0.016792854437855522,1,0,0.3189726036215717,-0.006442215054215642,0.2042952274234842,0.5075787765133041,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
0,0,0,0,0.3520361051737408,1,1,0.8012251994010671,0.5948639516922987,0.788559121675439,-0.03430239209256088,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0,1.2945990019589315,1,1,0.36402734440373885,1.1124470151660282,0.33563461863820004,1.049459945119169,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,0,1,1,1.2536180064465319,1,1,1.1800187607918815,1.7286446429689666,1.1121450640519581,1.049459945119169,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,-1.0822987377602449,1,1,-0.5353987771365653,-0.8942600925263308,-0.6668171365300812,-0.5761835606984258,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,0,0,0.02418814107454407,1,1,0.8496173283893209,0.3053518873316255,0.844172079571653,-0.03430239209256088,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,-0.016792854437855522,1,1,1.1466448787310166,0.40023807104078163,1.1616342300537996,0.5075787765133041,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,1,1,1.0487130288845339,1,1,-1.3580649699368808,-0.35282862993853525,-1.308545951842425,-1.1180647293042907,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,0,1.540484975033329,1,1,0.3206412977246148,1.3317375676117411,0.3571142438680956,1.049459945119169,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False
0,1,0,0,-0.30365982302465266,1,0,1.3602377239205512,0.15782714646598348,1.363208256570524,1.049459945119169,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
1,0,1,0,-1.0413177422478452,1,1,0.5308967547080625,-0.7593103632194468,0.5711151743154901,-0.5761835606984258,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,0.7618460602977367,1,0,0.5275593665019762,0.7890044810204951,0.4958051543296305,-0.5761835606984258,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-0.7134697781486485,0,1,-0.8808184564665152,-0.7476839928835424,-0.8307879700065258,-0.03430239209256088,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
0,0,1,1,-0.5495457960990502,1,1,0.6160001539632679,-0.36701412543376605,0.3971564811896726,-0.5761835606984258,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,1,0.9667510378597347,1,1,-1.514922215622945,-0.519612993770486,-1.502241410807329,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,1,1,0,0.6389030737605379,1,1,-0.20833473294009086,0.2171503150300198,-0.23521654317759824,-0.03430239209256088,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1,0,0,0,1.3765609929837306,0,1,-0.08985745162402117,0.8113527033170249,-0.08385449269613683,2.133222282330899,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,-0.1397358409750543,1,0,-1.4965665804894692,-0.7413523642565887,-1.4593746681902824,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,-0.7954317691734478,0,0,-0.9942896554734552,-0.8150154582823668,-1.0153829935564112,-0.03430239209256088,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
1,1,1,0,-0.7544507736610482,1,1,1.1683379020705789,-0.4093499976815853,1.0851067589822414,0.5075787765133041,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.2462227198098432,1,0,0.8529547165954072,-0.9366400876217246,0.7371831251119765,-0.03430239209256088,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0,0,-0.877393760198247,1,1,0.9680946097053906,-0.5725604108599941,0.8543447172750439,1.049459945119169,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,1.0896940243969335,1,1,1.3669125003327243,1.7466688262031864,1.357467775146595,1.049459945119169,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,1,1,1,1.4585229840085299,1,1,0.6493740360241326,1.4940214009910835,0.6111256590341496,-0.03430239209256088,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.0822987377602449,1,0,0.17880229896593974,-0.8222736667083869,0.23696129190511994,-1.1180647293042907,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,-0.5495457960990502,1,1,-0.5203805302091761,-0.5888858644625924,-0.48249572663710777,-0.5761835606984258,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,0.2700741141489416,1,1,-0.22001559166139356,-0.03223201946156349,-0.27112244846816186,-0.03430239209256088,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,0,0,-1.0413177422478452,1,1,0.48417331982285217,-0.7551628155474354,0.6157481618061824,-0.5761835606984258,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,0.06516913658694366,1,1,1.48872716985488,0.5690520858611634,1.3398541436228752,1.591341113725034,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0,0,1,-1.2872037153222429,1,1,-1.473204863046864,-1.0044569043438694,-1.4672828607647521,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,0.3110551096613412,1,0,0.5208845900898031,0.3685137436346513,0.43617754524622243,-0.03430239209256088,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0,1,1,1.6224469660581282,1,0,0.46248029648328987,1.5148032621987153,0.47853206093164985,-0.5761835606984258,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,1.2126370109341322,0,1,-0.7206238225743644,0.19905994752443784,-0.6933891318852986,0.5075787765133041,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
1,0,1,1,0.9667510378597347,1,1,1.1533196551431897,1.4608410196149915,1.1617900300433777,1.049459945119169,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
1,0,1,0,1.5814659705457286,1,0,-1.5215969920351178,-0.3887446278642517,-1.503820518414647,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,1,-0.2626788275122531,1,1,-0.5237179184152626,-0.45530394343052083,-0.5489737529596268,-1.1180647293042907,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,-1.2872037153222429,1,0,-1.536615238962507,-1.0052952384477867,-1.5304337898739233,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-0.09875484546265471,1,1,1.0615414794758118,0.3193388300127707,1.1804029354650287,0.5075787765133041,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False
0,0,1,1,-0.34464081853705225,1,1,-1.4815483335620803,-0.8065218101242582,-1.5165156574715732,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,1,-1.2872037153222429,1,0,0.7995565052980239,-0.9744092451455736,0.7961793878323866,-0.03430239209256088,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,1,1,0.14713112761174285,0,0,-0.14993043933357758,-0.0277976732803171,-0.10385984085292925,1.591341113725034,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,0,0,0,1.2126370109341322,1,1,-1.3146789232577567,-0.32368548911551853,-1.3285170033801257,-1.1180647293042907,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,1.2536180064465319,1,1,0.8295929991528018,1.5528812796555866,0.9019848918661733,0.5075787765133041,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0,0,0,-1.1232797332726445,1,1,0.9113590102019206,-0.8140006327881513,0.8423792780754115,-0.03430239209256088,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-1.2872037153222429,1,1,-1.4932291922833827,-1.0047216414293172,-1.487225259430806,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,-1.2462227198098432,1,0,-1.4965665804894692,-0.9952793520483548,-1.4714375271535134,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.2872037153222429,1,1,0.3306534623428741,-0.9806085052298036,0.3291948857356198,-1.1180647293042907,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,1.2945990019589315,1,0,0.3156352154154854,1.1347511146149836,0.3618869168821854,1.049459945119169,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,1,0,1.3765609929837306,0,1,-0.286763355783123,0.6581581765380481,-0.2587029981722473,1.591341113725034,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,0,1,1,1.4995039795209293,0,1,-0.34183026118354976,0.6507896609930917,-0.34971372972178655,1.049459945119169,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
1,0,0,0,-0.5495457960990502,1,1,-0.30345029681355534,-0.5575586426846334,-0.3582930682783496,-0.5761835606984258,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,-0.467583805074251,1,1,-0.675569081792197,-0.6050568880986797,-0.7009249691692452,-1.1180647293042907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,-0.38562181404945184,1,0,0.6410305655089165,-0.159151390509872,0.6320158741755935,0.5075787765133041,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,1,1,1,-0.016792854437855522,1,1,1.175012678482752,0.40597404122547837,1.1751368958172737,0.5075787765133041,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,0.8438080513225359,1,0,-1.4999039686955558,-0.5511387683625306,-1.5094252881345267,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,-0.6315077871238494,1,1,0.9130277043049636,-0.34523950015570587,0.7952995761265311,-0.03430239209256088,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.2052417242974438,1,1,0.8229182227406288,-0.9058864628622353,0.5413598493216953,0.5075787765133041,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
1,0,0,0,-1.2872037153222429,1,1,0.1437597228020319,-0.9830793846939806,0.1430658315191152,-1.1180647293042907,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,0.5979220782481384,1,1,1.523769746018788,1.314088428581905,1.563997095338352,1.591341113725034,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,0,0,0,1.4175419884961302,1,0,-1.4915604981803396,-0.3823688763897234,-1.4570636216473214,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,0,0,1.2536180064465319,1,1,1.4753776170305346,2.0887312020251967,1.5427003960986967,1.591341113725034,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,1,0,0.6389030737605379,1,1,1.3318699241688159,1.2292622541197555,1.3531470394657406,1.049459945119169,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
0,0,1,1,1.4585229840085299,0,1,-0.293438132195296,0.7284238113005829,-0.23698838619633472,1.591341113725034,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True
0,0,1,1,1.4585229840085299,1,1,1.1967057018223137,1.9735926312793033,1.1423852940864576,0.5075787765133041,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
0,1,0,0,-1.2462227198098432,1,1,-0.6839125523074131,-0.97240165558093,-0.6097597181244264,-1.1180647293042907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1,0.5979220782481384,1,0,-1.5065787451077288,-0.5938938076623085,-1.4940141611043565,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,0,-1.2462227198098432,1,0,0.3740395090219987,-0.9467662811400929,0.35578475062369225,-0.5761835606984258,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,-0.4266028095618514,0,0,-0.8674689036421691,-0.6387446822218793,-0.8829101483382581,-0.03430239209256088,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0,-1.1642607287850442,1,1,-0.3101250732257284,-0.9085117722929233,-0.18515281319302493,-0.5761835606984258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,1,-0.1397358409750543,1,0,1.1800187607918815,0.2351303754166653,1.0770921414559411,1.049459945119169,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
0,0,0,0,0.3110551096613412,1,0,1.3218577595505565,0.8093892365999558,1.2664460763762742,1.049459945119169,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
1,0,0,1,0.8438080513225359,1,1,0.647705341921089,0.9496116461920032,0.6235961138418806,1.591341113725034,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,0,0,-0.2216978319998535,1,0,-0.5404048594456949,-0.44396437160385127,-0.5772609943723384,-1.1180647293042907,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,-1.0822987377602449,1,0,-1.5132535215199017,-0.9611062066018347,-1.5060597470598573,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.2052417242974438,1,1,-0.4853379540452682,-0.9469868953779659,-0.49065928164660333,-1.1180647293042907,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,0.7208650647853372,1,0,-0.34349895528659313,0.13967059468903958,-0.42921453553441696,-0.5761835606984258,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,0,1,0,0.6798840692729375,1,0,1.3835994413631565,1.2693257997174834,1.3428995689493795,1.591341113725034,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,1,1,1.6224469660581282,1,0,1.6472531096439875,2.6511210172109214,1.6673898480756864,2.133222282330899,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,1,1,1.1716560154217326,1,0,1.1282892435975411,1.6200803765116876,1.0855893619163925,0.5075787765133041,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0,1.6224469660581282,1,1,1.2834777951805623,2.3549464028664864,1.357520979913909,1.049459945119169,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,0,0,0.22909311863654203,1,0,0.1587779697294211,0.1588419719601991,0.15754156388416762,1.049459945119169,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
0,0,1,1,1.6224469660581282,1,1,1.5054141108853125,2.5014783796616995,1.5108281696591996,1.591341113725034,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,1,0,0,1.5814659705457286,1,1,-1.353058887627751,-0.23420435423424976,-1.3398574871286038,-1.1180647293042907,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-1.2872037153222429,1,0,-1.5266030743442474,-1.005162869905063,-1.5204625905408962,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,0.9257700423473351,1,0,-0.25505816782530166,0.33041366475399275,-0.32594312619981125,0.5075787765133041,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,0,0.22909311863654203,1,0,0.0987049820198647,0.15829043636551673,0.15644823062396762,0.5075787765133041,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1,0,0,0,0.8438080513225359,1,0,-1.551633485889896,-0.5700012857006679,-1.5362346448318163,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,0,-1.2872037153222429,1,1,0.2789239451485339,-0.9812924093672096,0.27767702251498017,-1.1180647293042907,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,-0.7134697781486485,1,1,1.2768030187683894,-0.3343411568047821,1.2449941489223038,1.049459945119169,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,1,0,0,0.8438080513225359,1,1,1.0531980089605957,1.2835333566365013,1.0982001173157714,1.049459945119169,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True
1,1,0,0,0.5159600872233392,1,1,1.1666692079675358,0.9540459923732496,1.127112414585184,0.5075787765133041,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,0,0.7208650647853372,0,1,-1.007639208297801,-0.22729912858882637,-0.9820843012196561,-0.03430239209256088,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,1.0896940243969335,1,0,-1.5249343802412043,-0.4742767678875946,-1.4781554114499171,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,1,1.130675019909333,1,1,0.5142098136776301,1.1688801372139288,0.5733230827392318,1.591341113725034,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,1,1,-0.38562181404945184,1,0,-0.2667390265466041,-0.3857222128053923,-0.1100436703909843,-0.03430239209256088,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,1,0,0,-0.467583805074251,1,1,1.0548667030636387,-0.11791858945141752,1.0464881456924222,0.5075787765133041,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,0,1,-0.9183747557106465,0,0,-0.8324263274782613,-0.8322013074126697,-0.7993786921074908,0.5075787765133041,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1,0,0,1,-0.30365982302465266,1,1,-0.34850503759572277,-0.4549950834974988,-0.4833249105816437,-0.03430239209256088,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-0.4266028095618514,1,1,1.1866935372040546,-0.0893711070706577,0.9981717137150709,0.5075787765133041,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,1,0,0,-0.7134697781486485,1,0,-0.3401615670805066,-0.679690684771099,-0.48932978840219976,-0.5761835606984258,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,1,0,0,-1.2052417242974438,1,1,0.9897876330449524,-0.8656023030266344,1.5528826261054387,-0.03430239209256088,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,1.5814659705457286,1,1,0.18881446358419907,1.1806609375163442,0.1612761439160517,1.049459945119169,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False
1,0,0,0,0.18811212312414244,1,1,1.163331819761449,0.6675784044952232,1.2561121858963367,0.5075787765133041,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,-0.672488782636249,1,1,-0.3117937673287715,-0.6352589772634867,-0.384992266492442,-0.03430239209256088,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,1,-0.8364127646858474,1,1,-1.3280284760821024,-0.8756402508498536,-1.2999882941772984,-1.1180647293042907,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,0.18811212312414244,1,1,0.8396051637710612,0.49494776335963936,0.904649867063289,0.5075787765133041,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,1.4585229840085299,1,0,0.7611765409280292,1.7050609809403479,0.8449111806511508,2.133222282330899,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,1,1,1.540484975033329,1,1,0.13374755818377257,1.1360748000422212,0.1465557512856748,0.5075787765133041,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
1,0,1,1,1.4585229840085299,1,1,0.7962191170919372,1.715606341510675,0.8565931249677856,2.133222282330899,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,0,0,-0.4266028095618514,1,1,0.8446112460801911,-0.17073363799820193,0.7195824475014059,-0.03430239209256088,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,0,0,0,1.6224469660581282,1,1,0.6510427301271757,1.71531954300144,0.6883196320841561,-0.03430239209256088,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,1,0,-1.2462227198098432,1,0,-1.5049100510046853,-0.9947057550298851,-1.4498332619319547,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,1,0.2700741141489416,1,0,-1.3413780289064483,-0.5705969441429249,-1.3109821806214048,-1.1180647293042907,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-0.9593557512230462,1,0,-1.5182596038290312,-0.9340147781910365,-1.4995969326773397,-1.1180647293042907,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,0,0.3930171006861404,1,0,0.043638076619437714,0.20525920760866784,0.019415046139315342,0.5075787765133041,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False
1,0,1,1,0.8847890468349355,1,1,-1.3497214994216644,-0.4215499650359594,-1.3408271260134925,-1.1180647293042907,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,0,1.5814659705457286,1,1,1.3368760064779457,2.2035829742618542,1.2465686309453121,1.591341113725034,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0,1,1,0.10615013209934325,0,1,-0.6288456469069864,-0.2804009756448457,-0.5885827900171404,0.5075787765133041,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
